0.223753616,0.201342282,0.249946951
0.170154841,0.201342282,0.206195297
0.255232261,0.201342282,0.230633721
0.150587034,0.134228188,0.145005483
0.319040327,0.268456376,0.33745026
0.211098349,0.268456376,0.187444588
0.163135954,0.201342282,0.196819942
0.151756849,0.201342282,0.124379078
0.14675855,0.201342282,0.13250501
0.158882083,0.201342282,0.151568231
0.206312745,0.268456376,0.150005047
0.212693551,0.201342282,0.216883201
0.200995406,0.201342282,0.206257174
0.476220861,0.33557047,0.437454041
0.134847711,0.201342282,0.162443642
0.244597584,0.268456376,0.281198133
0.140377744,0.134228188,0.187444588
0.131444615,0.201342282,0.124942224
0.277458737,0.268456376,0.312510567
0.322337077,0.268456376,0.374389157
0.187914752,0.201342282,0.158068477
0.200782712,0.134228188,0.159381027
0.170580228,0.201342282,0.151818241
0.208652374,0.268456376,0.162443642
0.413688957,0.201342282,0.358701063
0.116981453,0.201342282,0.156193406
0.155053599,0.201342282,0.290323478
0.268631955,0.201342282,0.293136084
0.233962906,0.201342282,0.296886226
0.280436447,0.201342282,0.187444588
0.19557172,0.134228188,0.218695769
0.106346776,0.067114094,0.106191515
0.216947422,0.268456376,0.196819942
0.333609835,0.201342282,0.362451205
0.192594011,0.268456376,0.178694257
0.152820316,0.201342282,0.156193406
0.131763655,0.201342282,0.143692933
0.226731326,0.268456376,0.215633154
0.448251659,0.268456376,0.343137975
0.229921729,0.268456376,0.179381783
0.176961035,0.134228188,0.230321209
0.238004084,0.201342282,0.206195297
0.272992173,0.268456376,0.196257421
0.127616131,0.201342282,0.186882066
0.090607453,0.134228188,0.112441752
0.196954228,0.268456376,0.187444588
0.127935171,0.201342282,0.14969316
